date,tenor,tranche,rho_node,tranche_dv01,index_dv01,hedge_ratio,rho_delta_mean,rho_delta_std,rho_delta_cv
2024-11-26,7.0,Senior_10_15,0.6940153368628702,0.014049938888982538,0.02497104907350778,0.5626491240966068,-0.1192446305402521,5.284846395376127e-06,4.4319365756197966e-05
2024-12-03,1.0,Equity_0_3,0.22796920959142328,0.0019941365179965143,0.0019941365862058413,0.9999999657950576,-0.000697429673982297,1.213736059146859e-06,0.0017402988493685277
2024-12-03,1.0,Mezz_3_7,0.035426231289423064,9.71445146547012e-13,9.71445146547012e-13,inf,-1.1564823173178712e-16,1.6355129777955988e-16,0.0001635512977795599
2024-12-03,1.0,Mezz_7_10,0.032413820406194595,0.0,0.0,inf,0.0,0.0,0.0
2024-12-03,1.0,Senior_10_15,0.05801228323778088,0.0,0.0,inf,0.0,0.0,0.0
2024-12-03,2.0,Equity_0_3,0.4363870809763458,0.005484497097446583,0.0056538012715295904,0.9700548063237456,-0.0075254698133375405,4.3054968358939754e-08,5.721233282024808e-06
2024-12-03,2.0,Mezz_3_7,0.44510933982389206,0.0012599487014819388,0.0022150490693040314,0.5688129978437971,-0.0049333513110293575,9.73936880325408e-08,1.9741891848407472e-05
2024-12-03,2.0,Mezz_7_10,0.45428018740483866,0.0002272848569767616,0.001089814901586439,0.20855363295721502,-0.004209360116336326,3.4571274334145263e-07,8.212952415255658e-05
2024-12-03,2.0,Senior_10_15,0.4645795034301755,0.0005710637519806827,0.0007363230844492641,0.7755613860834096,-0.0022518218011406666,2.270234796194903e-06,0.0010081769325818364
2024-12-03,3.0,Equity_0_3,0.4688881404365921,0.010635469500086536,0.011756384890315719,0.9046547556338911,-0.018391332750307854,5.414718863301754e-06,0.00029441688304025255
2024-12-03,3.0,Mezz_3_7,0.5112568518800179,0.004032527764347149,0.006656976603708342,0.6057596420123792,-0.015008662373820161,4.768235981033729e-06,0.00031769893027582766
2024-12-03,3.0,Mezz_7_10,0.5323233684055605,0.0008086833848397479,0.003945017959527952,0.20498851795759943,-0.013887691475902712,5.403161051539419e-06,0.0003890611381247011
2024-12-03,3.0,Senior_10_15,0.5980212016537658,0.002978302353351392,0.0010848886555780979,2.745260850538033,-0.01024554240558387,5.297940730699238e-06,0.0005170971453704428
2024-12-03,5.0,Equity_0_3,0.51177032469856,0.021882184948890382,0.026030597074372386,0.8406332319758353,-0.049196460397217624,6.237556592956133e-07,1.2678872712779367e-05
2024-12-03,5.0,Mezz_3_7,0.5945093540918724,0.014760233139898826,0.020121441614562308,0.7335574370186546,-0.05532542072478875,2.627375717374218e-05,0.00047489484633905603
2024-12-03,5.0,Mezz_7_10,0.6512546490357117,0.012016380344370692,0.01505598892309612,0.7981129905015657,-0.055824921041331216,1.9249395634542134e-06,3.4481724784331385e-05
2024-12-03,5.0,Senior_10_15,0.7148718842791868,0.005056810388759381,0.010766164698083891,0.4696946898517507,-0.05729462181027434,3.2437466707605505e-06,5.661520345665091e-05
2024-12-03,7.0,Equity_0_3,0.5160620777386017,0.039187815485397515,0.04554920632116044,0.8603402485015932,-0.08877381272501782,5.0195474656132924e-05,0.000565431100854217
2024-12-03,7.0,Mezz_3_7,0.5983195243349411,0.03218379249381176,0.041679555224660714,0.7721721673932221,-0.11012738497673376,3.6681588287621494e-05,0.00033308325894936203
2024-12-03,7.0,Mezz_7_10,0.6580666577251518,0.024808525711794704,0.03705178054064229,0.6695636579349299,-0.11893891097762459,3.1312183674805154e-06,2.632627406576454e-05
2024-12-03,7.0,Senior_10_15,0.7218372738975676,0.014693821097644388,0.023983776765157394,0.6126566821198463,-0.12252479565670776,6.3663891364886085e-06,5.196000615521184e-05
2024-12-03,10.0,Equity_0_3,0.5406732668467726,0.06418380585238026,0.06776664821073197,0.947129709776847,-0.1446954702359028,0.000210662979284049,0.0014559058340983084
2024-12-03,10.0,Mezz_3_7,0.6330169651001738,0.06385316072055058,0.08012239759103146,0.7969452068381191,-0.20735800496557102,0.00040288059667638104,0.0019429228051421206
2024-12-03,10.0,Mezz_7_10,0.7016625334670379,0.05765319414818837,0.0697132244659171,0.8270051283652086,-0.24590306985734658,2.8199382604120477e-05,0.0001146768221335322
2024-12-03,10.0,Senior_10_15,0.7686090451218176,0.03910602474732627,0.061293503936799,0.6380125500354704,-0.26729693231217666,6.112353667415416e-05,0.00022867279525216492
